sample_id,mission_id,mission_name,timestamp,latitude,longitude,altitude,ph,ec,moisture,temperature,nitrogen,phosphorus,potassium,organic_carbon,soil_health_index,soil_texture,mulberry_variety,probe_depth_cm,battery_soc,raw_modbus_hex,rover_state
S0287,M001,Grid Sweep Sector A (North-West),2026-08-17T07:12:54.345690,11.392701,77.734022,318.7,6.92,0.59,44.7,28.3,243.4,141.1,129.0,0.56,90.7,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01BF 011B 024E 0045 00F3 008D 0081 A793,INTERROGATION
S0288,M001,Grid Sweep Sector A (North-West),2026-08-17T07:30:54.345690,11.391527,77.734007,320.2,7.3,1.31,54.2,27.7,315.9,136.1,138.1,0.72,92.7,Saline Sandy Clay,MR-2,15.0,45.0,01 03 0E 021E 0115 051E 0049 013C 0088 008A A2A1,INTERROGATION
S0289,M001,Grid Sweep Sector A (North-West),2026-08-17T07:48:54.345690,11.391596,77.735042,321.8,6.89,0.59,46.1,28.5,334.8,132.4,102.1,0.74,94.9,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01CD 011D 024E 0045 014F 0084 0066 A6B5,INTERROGATION
S0290,M001,Grid Sweep Sector A (North-West),2026-08-17T08:06:54.345690,11.392672,77.734828,319.4,7.1,0.62,42.5,27.9,323.9,74.5,131.8,0.76,92.4,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01A9 0117 026C 0047 0144 004A 0084 A6DC,INTERROGATION
S0291,M001,Grid Sweep Sector A (North-West),2026-08-17T08:24:54.345690,11.391755,77.734226,319.3,6.9,0.62,64.8,26.5,332.7,138.6,134.0,0.72,92.6,Clay Loam,MR-2,15.0,45.0,01 03 0E 0288 0109 026C 0045 014D 008B 0086 A52B,INTERROGATION
S0292,M001,Grid Sweep Sector A (North-West),2026-08-17T08:42:54.345690,11.391678,77.734721,321.2,6.95,0.65,39.8,28.4,317.2,137.0,73.3,0.66,91.0,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 018E 011C 028A 0046 013D 0089 0049 A660,INTERROGATION
S0293,M001,Grid Sweep Sector A (North-West),2026-08-17T09:00:54.345690,11.391488,77.734048,320.3,7.14,1.23,54.4,27.6,320.5,138.7,137.8,0.71,93.6,Saline Sandy Clay,MR-2,15.0,45.0,01 03 0E 0220 0114 04CE 0047 0140 008B 008A A33F,INTERROGATION
S0294,M001,Grid Sweep Sector A (North-West),2026-08-17T09:18:54.345690,11.392704,77.733324,317.9,6.88,0.61,45.7,28.5,246.9,139.6,132.3,0.58,91.3,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01C9 011D 0262 0045 00F7 008C 0084 A7CF,INTERROGATION
S0295,M001,Grid Sweep Sector A (North-West),2026-08-17T09:36:54.345690,11.391554,77.734739,321.3,6.94,0.62,41.9,28.5,318.9,136.7,70.2,0.75,92.0,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01A3 011D 026C 0045 013F 0089 0046 A6A4,INTERROGATION
S0296,M001,Grid Sweep Sector A (North-West),2026-08-17T09:54:54.345690,11.391967,77.733374,319.2,7.1,1.0,45.7,27.8,324.3,131.9,134.9,0.71,93.5,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01C9 0116 03E8 0047 0144 0084 0087 A7F4,INTERROGATION
S0297,M001,Grid Sweep Sector A (North-West),2026-08-17T10:12:54.345690,11.39158,77.733434,320.0,7.33,1.43,45.2,27.5,325.7,139.7,133.1,0.7,91.9,Saline Sandy Clay,MR-2,15.0,45.0,01 03 0E 01C4 0113 0596 0049 0146 008C 0085 A184,INTERROGATION
S0298,M001,Grid Sweep Sector A (North-West),2026-08-17T10:30:54.345690,11.391682,77.733555,320.1,7.4,1.59,48.0,28.0,324.4,133.5,128.7,0.74,90.2,Saline Sandy Clay,MR-2,15.0,45.0,01 03 0E 01E0 0118 0636 004A 0144 0086 0081 A204,INTERROGATION
S0299,M001,Grid Sweep Sector A (North-West),2026-08-17T10:48:54.345690,11.391667,77.73446,320.2,6.8,0.58,47.8,27.7,328.1,138.4,88.1,0.69,93.3,Red Sandy Loam,MR-2,15.0,45.0,01 03 0E 01DE 0115 0244 0044 0148 008A 0058 A692,INTERROGATION
S0300,M001,Grid Sweep Sector A (North-West),2026-08-17T11:06:54.345690,11.392535,77.733603,318.7,6.78,0.64,47.6,28.5,195.1,137.5,140.0,0.47,87.7,Red Sandy Loam,V1 (Victory-1),15.0,45.0,01 03 0E 01DC 011D 0280 0044 00C3 008A 008C A703,INTERROGATION
S0301,M002,Grid Sweep Sector B (North-East),2026-08-17T11:24:54.345690,11.391969,77.734037,319.4,6.08,0.95,50.3,27.6,311.6,123.0,136.5,0.69,87.0,Red Sandy Loam,V1 (Victory-1),15.0,99.0,01 03 0E 01F7 0114 03B6 003D 0138 007B 0088 A760,INTERROGATION
S0302,M002,Grid Sweep Sector B (North-East),2026-08-17T11:42:54.345690,11.391655,77.734688,321.0,6.9,0.63,43.2,27.2,335.0,140.3,73.4,0.77,93.6,Red Sandy Loam,V1 (Victory-1),15.0,98.5,01 03 0E 01B0 0110 0276 0045 014F 008C 0049 A6DA,INTERROGATION
S0303,M002,Grid Sweep Sector B (North-East),2026-08-17T12:00:54.345690,11.391696,77.73407,319.5,7.24,1.16,63.0,26.9,329.2,136.0,128.5,0.69,89.5,Clay Loam,V1 (Victory-1),15.0,98.1,01 03 0E 0276 010D 0488 0048 0149 0088 0080 A339,INTERROGATION
S0304,M002,Grid Sweep Sector B (North-East),2026-08-17T12:18:54.345690,11.392873,77.734161,318.5,6.82,0.57,44.1,28.2,317.3,135.7,135.5,0.68,96.1,Red Sandy Loam,V1 (Victory-1),15.0,97.7,01 03 0E 01B9 011A 023A 0044 013D 0088 0088 A623,INTERROGATION
S0305,M002,Grid Sweep Sector B (North-East),2026-08-17T12:36:54.345690,11.392767,77.734777,319.2,7.19,0.58,47.9,27.3,329.6,79.2,129.4,0.73,92.5,Red Sandy Loam,V1 (Victory-1),15.0,97.2,01 03 0E 01DF 0111 0244 0048 014A 004F 0081 A685,INTERROGATION
S0306,M002,Grid Sweep Sector B (North-East),2026-08-17T12:54:54.345690,11.392821,77.734564,318.7,7.03,0.65,46.7,27.4,319.7,84.4,136.2,0.76,93.3,Red Sandy Loam,V1 (Victory-1),15.0,96.8,01 03 0E 01D3 0112 028A 0046 0140 0054 0088 A652,INTERROGATION
S0307,M002,Grid Sweep Sector B (North-East),2026-08-17T13:12:54.345690,11.391228,77.734372,321.6,6.92,0.64,48.0,26.8,322.7,135.8,116.0,0.71,95.3,Red Sandy Loam,V1 (Victory-1),15.0,96.3,01 03 0E 01E0 010C 0280 0045 0143 0088 0074 A655,INTERROGATION
S0308,M002,Grid Sweep Sector B (North-East),2026-08-17T13:30:54.345690,11.392604,77.734621,319.3,6.99,0.65,48.1,27.2,325.5,71.2,129.0,0.72,91.5,Red Sandy Loam,V1 (Victory-1),15.0,95.8,01 03 0E 01E1 0110 028A 0046 0146 0047 0081 A67E,INTERROGATION
S0309,M002,Grid Sweep Sector B (North-East),2026-08-17T13:48:54.345690,11.391884,77.73429,319.4,6.88,0.61,54.9,26.0,329.3,142.0,126.5,0.82,97.9,Rich Humus Loam,V1 (Victory-1),15.0,95.4,01 03 0E 0225 0104 0262 0045 0149 008E 007E A57C,INTERROGATION
S0310,M002,Grid Sweep Sector B (North-East),2026-08-17T14:06:54.345690,11.392477,77.733695,318.6,6.95,0.6,43.9,27.4,201.0,131.7,132.8,0.46,86.9,Red Sandy Loam,V1 (Victory-1),15.0,95.0,01 03 0E 01B7 0112 0258 0046 00C9 0084 0085 A7B0,INTERROGATION
S0311,M002,Grid Sweep Sector B (North-East),2026-08-17T14:24:54.345690,11.392461,77.734556,319.7,7.04,0.66,46.0,26.3,327.7,86.3,128.4,0.71,92.6,Red Sandy Loam,V1 (Victory-1),15.0,94.5,01 03 0E 01CC 0107 0294 0046 0148 0056 0080 A644,INTERROGATION
S0312,M002,Grid Sweep Sector B (North-East),2026-08-17T14:42:54.345690,11.392935,77.733512,317.7,6.85,0.6,48.0,27.6,260.9,131.8,126.6,0.61,91.3,Red Sandy Loam,V1 (Victory-1),15.0,94.0,01 03 0E 01E0 0114 0258 0044 0105 0084 007F A6D5,INTERROGATION
S0313,M002,Grid Sweep Sector B (North-East),2026-08-17T15:00:54.345690,11.392677,77.734453,319.1,6.96,0.59,47.5,27.0,315.7,91.9,134.0,0.76,93.5,Red Sandy Loam,V1 (Victory-1),15.0,93.6,01 03 0E 01DB 010E 024E 0046 013C 005C 0086 A6F8,INTERROGATION
S0314,M002,Grid Sweep Sector B (North-East),2026-08-17T15:18:54.345690,11.391541,77.734138,320.0,6.88,0.66,59.2,25.4,318.8,139.3,128.6,0.77,95.0,Red Sandy Loam,V1 (Victory-1),15.0,93.2,01 03 0E 0250 00FE 0294 0045 013F 008B 0081 A489,INTERROGATION
S0315,M002,Grid Sweep Sector B (North-East),2026-08-17T15:36:54.345690,11.391774,77.733609,320.0,7.43,1.57,47.9,26.6,325.5,132.9,131.4,0.72,90.3,Saline Sandy Clay,V1 (Victory-1),15.0,92.7,01 03 0E 01DF 010A 0622 004A 0146 0085 0083 A23E,INTERROGATION
S0316,M002,Grid Sweep Sector B (North-East),2026-08-17T15:54:54.345690,11.392385,77.733579,318.6,6.78,0.58,42.8,25.8,218.9,141.8,130.2,0.54,89.2,Red Sandy Loam,V1 (Victory-1),15.0,92.2,01 03 0E 01AC 0102 0244 0044 00DB 008E 0082 A7BA,INTERROGATION
S0317,M002,Grid Sweep Sector B (North-East),2026-08-17T16:12:54.345690,11.392894,77.734777,319.0,6.98,0.62,43.8,26.8,335.8,86.3,128.4,0.71,93.0,Red Sandy Loam,V1 (Victory-1),15.0,91.8,01 03 0E 01B6 010C 026C 0046 0150 0056 0080 A6D5,INTERROGATION
S0318,M002,Grid Sweep Sector B (North-East),2026-08-17T16:30:54.345690,11.392522,77.73358,318.4,6.98,0.65,46.4,26.5,208.1,133.0,129.1,0.49,87.4,Red Sandy Loam,V1 (Victory-1),15.0,91.3,01 03 0E 01D0 0109 028A 0046 00D0 0085 0081 A702,INTERROGATION
S0319,M002,Grid Sweep Sector B (North-East),2026-08-17T16:48:54.345690,11.392835,77.734321,318.5,6.88,0.62,45.9,26.8,316.7,111.3,137.2,0.79,95.7,Red Sandy Loam,V1 (Victory-1),15.0,90.9,01 03 0E 01CB 010C 026C 0045 013D 006F 0089 A6F6,INTERROGATION
S0320,M002,Grid Sweep Sector B (North-East),2026-08-17T17:06:54.345690,11.391626,77.734696,321.2,6.86,0.62,41.8,24.9,329.1,135.4,69.4,0.78,92.8,Red Sandy Loam,V1 (Victory-1),15.0,90.5,01 03 0E 01A2 00F9 026C 0045 0149 0087 0045 A73A,INTERROGATION
S0321,M002,Grid Sweep Sector B (North-East),2026-08-17T17:24:54.345690,11.392912,77.734769,318.9,6.95,0.67,44.5,25.6,324.1,97.2,132.7,0.68,93.2,Red Sandy Loam,V1 (Victory-1),15.0,90.0,01 03 0E 01BD 0100 029E 0046 0144 0061 0085 A606,INTERROGATION
S0322,M002,Grid Sweep Sector B (North-East),2026-08-17T17:42:54.345690,11.391286,77.734094,321.2,7.07,0.96,43.7,26.2,326.5,139.8,133.6,0.75,94.6,Red Sandy Loam,V1 (Victory-1),15.0,89.5,01 03 0E 01B5 0106 03C0 0047 0146 008C 0086 A7BB,INTERROGATION
S0323,M002,Grid Sweep Sector B (North-East),2026-08-17T18:00:54.345690,11.392278,77.734723,320.2,6.98,0.68,47.6,25.9,323.2,91.7,135.5,0.77,94.1,Red Sandy Loam,V1 (Victory-1),15.0,89.1,01 03 0E 01DC 0103 02A8 0046 0143 005C 0088 A665,INTERROGATION
S0324,M002,Grid Sweep Sector B (North-East),2026-08-17T18:18:54.345690,11.392142,77.734685,320.2,6.93,0.59,45.8,25.2,337.4,139.8,136.6,0.8,99.1,Red Sandy Loam,V1 (Victory-1),15.0,88.7,01 03 0E 01CA 00FC 024E 0045 0151 008C 0089 A7AA,INTERROGATION
S0325,M002,Grid Sweep Sector B (North-East),2026-08-17T18:36:54.345690,11.391484,77.733631,320.3,7.61,1.7,48.1,25.5,318.0,140.9,138.6,0.72,88.7,Saline Sandy Clay,S36,15.0,88.2,01 03 0E 01E1 00FF 06A4 004C 013E 008D 008B A30D,INTERROGATION
S0326,M002,Grid Sweep Sector B (North-East),2026-08-17T18:54:54.345690,11.391287,77.735045,322.5,6.86,0.59,43.5,25.4,322.3,134.2,109.8,0.72,94.7,Red Sandy Loam,S36,15.0,87.8,01 03 0E 01B3 00FE 024E 0045 0142 0086 006E A72F,INTERROGATION
S0327,M002,Grid Sweep Sector B (North-East),2026-08-17T19:12:54.345690,11.392133,77.733508,319.2,6.77,0.64,42.2,25.8,333.3,133.9,122.9,0.71,96.2,Red Sandy Loam,S36,15.0,87.3,01 03 0E 01A6 0102 0280 0044 014D 0086 007B A613,INTERROGATION
S0328,M002,Grid Sweep Sector B (North-East),2026-08-17T19:30:54.345690,11.391518,77.733897,320.3,7.5,1.55,47.6,24.5,323.0,134.3,133.7,0.7,90.4,Saline Sandy Clay,S36,15.0,86.8,01 03 0E 01DC 00F5 060E 004B 0143 0086 0086 A3EC,INTERROGATION
S0329,M002,Grid Sweep Sector B (North-East),2026-08-17T19:48:54.345690,11.392185,77.734526,320.0,6.92,0.62,45.4,25.6,346.7,146.1,143.1,0.91,99.8,Rich Humus Loam,S36,15.0,86.4,01 03 0E 01C6 0100 026C 0045 015B 0092 008F A66A,INTERROGATION
S0330,M002,Grid Sweep Sector B (North-East),2026-08-17T20:06:54.345690,11.391603,77.734562,320.8,6.88,0.61,43.7,24.7,335.3,128.9,77.3,0.73,92.6,Red Sandy Loam,S36,15.0,86.0,01 03 0E 01B5 00F7 0262 0045 014F 0081 004D A725,INTERROGATION
S0331,M002,Grid Sweep Sector B (North-East),2026-08-17T20:24:54.345690,11.391307,77.734874,322.1,6.88,0.65,39.2,25.2,310.0,131.6,102.7,0.7,92.7,Red Sandy Loam,S36,15.0,85.5,01 03 0E 0188 00FC 028A 0045 0136 0084 0067 A7AD,INTERROGATION
S0332,M002,Grid Sweep Sector B (North-East),2026-08-17T20:42:54.345690,11.392071,77.734511,319.9,6.83,0.59,48.7,25.7,355.0,143.8,152.5,1.01,100.0,Rich Humus Loam,S36,15.0,85.0,01 03 0E 01E7 0101 024E 0044 0163 0090 0098 A644,INTERROGATION
S0333,M002,Grid Sweep Sector B (North-East),2026-08-17T21:00:54.345690,11.392537,77.733667,318.6,6.84,0.63,48.6,25.2,186.3,139.8,133.1,0.5,87.3,Red Sandy Loam,S36,15.0,84.6,01 03 0E 01E6 00FC 0276 0044 00BA 008C 0085 A658,INTERROGATION
S0334,M002,Grid Sweep Sector B (North-East),2026-08-17T21:18:54.345690,11.391439,77.734178,320.8,6.82,0.58,53.0,25.3,314.0,134.9,134.2,0.72,96.3,Red Sandy Loam,S36,15.0,84.2,01 03 0E 0212 00FD 0244 0044 013A 0087 0086 A417,INTERROGATION
S0335,M002,Grid Sweep Sector B (North-East),2026-08-17T21:36:54.345690,11.392465,77.734736,319.8,6.99,0.57,48.2,25.2,325.3,73.6,135.8,0.73,92.3,Red Sandy Loam,S36,15.0,83.7,01 03 0E 01E2 00FC 023A 0046 0145 004A 0088 A726,INTERROGATION
S0336,M002,Grid Sweep Sector B (North-East),2026-08-17T21:54:54.345690,11.391973,77.73477,320.8,6.88,0.62,41.2,24.8,324.4,134.6,99.9,0.72,94.1,Red Sandy Loam,S36,15.0,83.2,01 03 0E 019C 00F8 026C 0045 0144 0087 0064 A729,INTERROGATION
S0337,M002,Grid Sweep Sector B (North-East),2026-08-17T22:12:54.345690,11.392259,77.734301,319.8,6.72,0.62,43.7,24.4,329.1,124.5,135.9,0.85,97.4,Rich Humus Loam,S36,15.0,82.8,01 03 0E 01B5 00F4 026C 0043 0149 007C 0088 A710,INTERROGATION
S0338,M002,Grid Sweep Sector B (North-East),2026-08-17T22:30:54.345690,11.391235,77.734996,322.6,6.99,0.58,46.6,25.1,319.2,138.5,111.9,0.71,95.0,Red Sandy Loam,S36,15.0,82.3,01 03 0E 01D2 00FB 0244 0046 013F 008A 0070 A72D,INTERROGATION
S0339,M002,Grid Sweep Sector B (North-East),2026-08-17T22:48:54.345690,11.391597,77.733752,320.4,7.54,1.77,47.5,24.3,331.5,130.3,130.5,0.72,88.3,Saline Sandy Clay,S36,15.0,81.9,01 03 0E 01DB 00F3 06EA 004B 014C 0082 0082 A306,INTERROGATION
S0340,M002,Grid Sweep Sector B (North-East),2026-08-17T23:06:54.345690,11.391535,77.734767,321.6,6.89,0.64,39.4,24.5,332.2,138.1,67.7,0.73,92.1,Red Sandy Loam,S36,15.0,81.5,01 03 0E 018A 00F5 0280 0045 014C 008A 0044 A7FB,INTERROGATION
S0341,M002,Grid Sweep Sector B (North-East),2026-08-17T23:24:54.345690,11.391762,77.734208,319.7,6.79,0.6,65.3,22.5,321.2,137.1,129.8,0.71,91.2,Clay Loam,S36,15.0,81.0,01 03 0E 028D 00E1 0258 0044 0141 0089 0082 A4F9,INTERROGATION
S0342,M002,Grid Sweep Sector B (North-East),2026-08-17T23:42:54.345690,11.392815,77.734662,319.1,6.99,0.63,45.8,24.7,322.0,81.3,128.5,0.72,92.0,Red Sandy Loam,S36,15.0,80.5,01 03 0E 01CA 00F7 0276 0046 0142 0051 0080 A75D,INTERROGATION
S0343,M002,Grid Sweep Sector B (North-East),2026-08-18T00:00:54.345690,11.39177,77.733738,319.9,7.45,1.64,47.8,24.7,328.0,136.3,129.1,0.72,90.0,Saline Sandy Clay,S36,15.0,80.1,01 03 0E 01DE 00F7 0668 004A 0148 0088 0081 A389,INTERROGATION
S0344,M002,Grid Sweep Sector B (North-East),2026-08-18T00:18:54.345690,11.392101,77.73389,319.4,5.77,0.68,45.4,24.2,307.1,119.9,136.2,0.68,85.7,Red Sandy Loam,S36,15.0,79.7,01 03 0E 01C6 00F2 02A8 003A 0133 0078 0088 A7A6,INTERROGATION
S0345,M002,Grid Sweep Sector B (North-East),2026-08-18T00:36:54.345690,11.391639,77.734852,321.5,6.87,0.65,43.1,24.0,329.9,134.8,76.6,0.72,92.6,Red Sandy Loam,S36,15.0,79.2,01 03 0E 01AF 00F0 028A 0045 014A 0087 004D A7D3,INTERROGATION
S0346,M002,Grid Sweep Sector B (North-East),2026-08-18T00:54:54.345690,11.392729,77.734155,318.7,6.78,0.61,46.3,25.0,328.6,132.0,140.7,0.73,97.4,Red Sandy Loam,S36,15.0,78.8,01 03 0E 01CF 00FA 0262 0044 0149 0084 008D A790,INTERROGATION
S0347,M002,Grid Sweep Sector B (North-East),2026-08-18T01:12:54.345690,11.392692,77.734128,318.8,6.9,0.65,47.9,24.9,323.1,133.0,133.2,0.75,96.9,Red Sandy Loam,S36,15.0,78.3,01 03 0E 01DF 00F9 028A 0045 0143 0085 0085 A769,INTERROGATION
S0348,M002,Grid Sweep Sector B (North-East),2026-08-18T01:30:54.345690,11.392931,77.733368,317.5,6.91,0.66,44.4,24.2,277.5,136.1,130.2,0.67,93.6,Red Sandy Loam,S36,15.0,77.8,01 03 0E 01BC 00F2 0294 0045 0116 0088 0082 A740,INTERROGATION
S0349,M002,Grid Sweep Sector B (North-East),2026-08-18T01:48:54.345690,11.391218,77.733537,321.1,7.15,1.07,44.9,24.6,312.2,138.5,131.4,0.82,95.1,Rich Humus Loam,S36,15.0,77.4,01 03 0E 01C1 00F6 042E 0048 0138 008A 0083 A1A3,INTERROGATION
S0350,M002,Grid Sweep Sector B (North-East),2026-08-18T02:06:54.345690,11.392616,77.73507,319.8,7.02,0.66,43.1,23.8,321.3,100.8,133.7,0.75,94.3,Red Sandy Loam,Kanva-2,15.0,77.0,01 03 0E 01AF 00EE 0294 0046 0141 0065 0086 A7F2,INTERROGATION
S0351,M002,Grid Sweep Sector B (North-East),2026-08-18T02:24:54.345690,11.392024,77.734051,319.5,5.82,0.57,46.3,24.9,306.0,118.8,131.4,0.71,86.1,Red Sandy Loam,Kanva-2,15.0,76.5,01 03 0E 01CF 00F9 023A 003A 0132 0077 0083 A733,INTERROGATION
S0352,M002,Grid Sweep Sector B (North-East),2026-08-18T02:42:54.345690,11.3912,77.733685,321.1,7.12,1.15,47.9,24.7,319.0,134.4,124.4,0.73,93.1,Red Sandy Loam,Kanva-2,15.0,76.0,01 03 0E 01DF 00F7 047E 0047 013F 0086 007C A117,INTERROGATION
S0353,M002,Grid Sweep Sector B (North-East),2026-08-18T03:00:54.345690,11.392319,77.73397,319.2,6.25,0.65,45.2,24.4,237.1,126.1,139.1,0.61,87.7,Red Sandy Loam,Kanva-2,15.0,75.6,01 03 0E 01C4 00F4 028A 003E 00ED 007E 008B A65F,INTERROGATION
S0354,M002,Grid Sweep Sector B (North-East),2026-08-18T03:18:54.345690,11.392977,77.734169,318.2,6.8,0.64,46.4,24.7,319.1,139.6,134.3,0.7,96.7,Red Sandy Loam,Kanva-2,15.0,75.2,01 03 0E 01D0 00F7 0280 0044 013F 008C 0086 A715,INTERROGATION
S0355,M002,Grid Sweep Sector B (North-East),2026-08-18T03:36:54.345690,11.391492,77.73489,321.8,6.8,0.58,42.8,24.0,317.6,127.7,82.1,0.72,91.8,Red Sandy Loam,Kanva-2,15.0,74.7,01 03 0E 01AC 00F0 0244 0044 013E 0080 0052 A773,INTERROGATION
S0356,M002,Grid Sweep Sector B (North-East),2026-08-18T03:54:54.345690,11.391776,77.733829,319.7,7.26,1.52,49.0,24.4,322.8,136.9,134.1,0.71,91.0,Saline Sandy Clay,Kanva-2,15.0,74.2,01 03 0E 01EA 00F4 05F0 0049 0143 0089 0086 A028,INTERROGATION
S0357,M002,Grid Sweep Sector B (North-East),2026-08-18T04:12:54.345690,11.392738,77.733591,318.1,6.83,0.62,46.4,24.4,202.7,130.1,126.4,0.47,86.5,Red Sandy Loam,Kanva-2,15.0,73.8,01 03 0E 01D0 00F4 026C 0044 00CB 0082 007E A6F8,INTERROGATION
S0358,M002,Grid Sweep Sector B (North-East),2026-08-18T04:30:54.345690,11.391501,77.734552,321.2,6.85,0.57,42.9,25.2,319.0,136.5,76.4,0.72,92.1,Red Sandy Loam,Kanva-2,15.0,73.3,01 03 0E 01AD 00FC 023A 0044 013F 0088 004C A717,INTERROGATION
S0359,M002,Grid Sweep Sector B (North-East),2026-08-18T04:48:54.345690,11.391944,77.733975,319.4,6.29,1.06,46.7,24.6,311.2,122.5,132.6,0.7,90.2,Red Sandy Loam,Kanva-2,15.0,72.9,01 03 0E 01D3 00F6 0424 003F 0137 007A 0085 A135,INTERROGATION
S0360,M002,Grid Sweep Sector B (North-East),2026-08-18T05:06:54.345690,11.392482,77.73381,318.9,6.92,0.63,45.6,24.8,212.3,130.0,128.6,0.49,87.4,Red Sandy Loam,Kanva-2,15.0,72.5,01 03 0E 01C8 00F8 0276 0045 00D4 0082 0081 A617,INTERROGATION
S0361,M002,Grid Sweep Sector B (North-East),2026-08-18T05:24:54.345690,11.392666,77.734377,318.9,6.95,0.6,44.7,25.5,316.8,100.8,134.9,0.75,94.2,Red Sandy Loam,Kanva-2,15.0,72.0,01 03 0E 01BF 00FF 0258 0046 013D 0065 0087 A742,INTERROGATION
S0362,M002,Grid Sweep Sector B (North-East),2026-08-18T05:42:54.345690,11.392044,77.733656,319.4,6.51,0.63,48.3,24.7,317.1,129.9,127.1,0.74,95.8,Red Sandy Loam,Kanva-2,15.0,71.5,01 03 0E 01E3 00F7 0276 0041 013D 0082 007F A720,INTERROGATION
S0363,M002,Grid Sweep Sector B (North-East),2026-08-18T06:00:54.345690,11.391344,77.733992,320.9,7.13,1.16,47.0,25.1,320.6,136.1,137.8,0.72,94.1,Red Sandy Loam,Kanva-2,15.0,71.1,01 03 0E 01D6 00FB 0488 0047 0141 0088 008A A162,INTERROGATION
S0364,M002,Grid Sweep Sector B (North-East),2026-08-18T06:18:54.345690,11.391551,77.734264,320.3,6.78,0.58,57.1,24.7,330.7,135.9,126.6,0.71,95.5,Red Sandy Loam,Kanva-2,15.0,70.7,01 03 0E 023B 00F7 0244 0044 014B 0088 007F A4B3,INTERROGATION
S0365,M002,Grid Sweep Sector B (North-East),2026-08-18T06:36:54.345690,11.392124,77.734242,319.3,6.37,0.62,47.0,24.5,328.1,134.1,140.4,0.84,96.9,Rich Humus Loam,Kanva-2,15.0,70.2,01 03 0E 01D6 00F5 026C 0040 0148 0086 008C A78E,INTERROGATION
S0366,M002,Grid Sweep Sector B (North-East),2026-08-18T06:54:54.345690,11.391981,77.733909,319.5,6.2,1.11,49.7,25.7,310.8,122.9,130.1,0.72,88.8,Red Sandy Loam,Kanva-2,15.0,69.8,01 03 0E 01F1 0101 0456 003E 0137 007B 0082 A095,INTERROGATION
S0367,M002,Grid Sweep Sector B (North-East),2026-08-18T07:12:54.345690,11.392413,77.73402,319.3,6.54,0.65,43.5,25.8,245.7,125.7,132.8,0.62,90.7,Red Sandy Loam,Kanva-2,15.0,69.3,01 03 0E 01B3 0102 028A 0041 00F6 007E 0085 A7B4,INTERROGATION
S0368,M002,Grid Sweep Sector B (North-East),2026-08-18T07:30:54.345690,11.391588,77.734168,319.9,6.84,0.63,62.9,24.4,336.1,135.8,130.8,0.67,92.7,Clay Loam,Kanva-2,15.0,68.8,01 03 0E 0275 00F4 0276 0044 0150 0088 0083 A42B,INTERROGATION
S0369,M002,Grid Sweep Sector B (North-East),2026-08-18T07:48:54.345690,11.39157,77.733508,320.4,7.47,1.56,48.8,26.0,334.2,138.1,134.7,0.72,91.5,Saline Sandy Clay,Kanva-2,15.0,68.4,01 03 0E 01E8 0104 0618 004B 014E 008A 0087 A23F,INTERROGATION
S0370,M002,Grid Sweep Sector B (North-East),2026-08-18T08:06:54.345690,11.392809,77.734805,319.0,6.98,0.6,46.7,26.3,321.4,74.8,130.6,0.75,92.0,Red Sandy Loam,Kanva-2,15.0,68.0,01 03 0E 01D3 0107 0258 0046 0141 004B 0083 A680,INTERROGATION
S0371,M002,Grid Sweep Sector B (North-East),2026-08-18T08:24:54.345690,11.391358,77.73488,322.2,6.88,0.61,40.5,26.1,320.0,142.6,94.2,0.7,93.6,Red Sandy Loam,Kanva-2,15.0,67.5,01 03 0E 0195 0105 0262 0045 0140 008F 005E A6E5,INTERROGATION
S0372,M002,Grid Sweep Sector B (North-East),2026-08-18T08:42:54.345690,11.391779,77.733357,319.7,7.27,1.2,46.2,26.8,325.3,137.7,129.9,0.73,93.7,Red Sandy Loam,Kanva-2,15.0,67.0,01 03 0E 01CE 010C 04B0 0049 0145 008A 0082 A0B5,INTERROGATION
S0373,M002,Grid Sweep Sector B (North-East),2026-08-18T09:00:54.345690,11.392159,77.733837,319.5,6.05,0.61,44.0,26.2,309.3,123.3,132.7,0.74,89.9,Red Sandy Loam,Kanva-2,15.0,66.6,01 03 0E 01B8 0106 0262 003C 0135 007B 0085 A6E8,INTERROGATION
S0374,M002,Grid Sweep Sector B (North-East),2026-08-18T09:18:54.345690,11.3924,77.733634,319.0,6.93,0.66,51.7,25.8,216.5,127.7,133.9,0.5,87.9,Red Sandy Loam,Kanva-2,15.0,66.2,01 03 0E 0205 0102 0294 0045 00D8 0080 0086 A4CB,INTERROGATION
S0375,M002,Grid Sweep Sector B (North-East),2026-08-18T09:36:54.345690,11.391995,77.734465,319.8,6.89,0.57,45.6,25.5,350.0,138.3,119.3,0.97,98.2,Rich Humus Loam,MR-2,15.0,65.7,01 03 0E 01C8 00FF 023A 0045 015E 008A 0077 A728,INTERROGATION
